V1	V2	V3	V4	V5	V6
Eri3	0.645470262139537	0.290582060094301	0.437897923375878	0.385650171846491	0.338076374126047	0.257508920607264
Erich1	0	0.154005715322611	0.0866154228748497	0.00574933030727694	0.124878476337143	0.0780188055016796
Erich2	0.0876577840112202	0.0466806291481733	0.122282261344383	0.123636592475635	0.0323437232153542	0.0534038867827086
Erich2os	0	0	0.00157533901295559	0	0	0
Erich3	0.191424196018377	0.133416937578132	0.054418480299167	0.0681196872929865	0.134275082696787	0.144249189928587
Erich4	0	0	0.00235270313827072	0	0	0
Erich5	0	0	0.00897129591296414	0.00953506089566641	0	0
Erich6	0	0.0223883938566247	0.0154428628472683	0.00388394010187575	0	0
Erlec1	1.95195614517557	0.981077148697148	0.34264569638637	0.359701765878397	1.41071660018524	2.62179540767464
Erlin1	0.870907152830722	1.01372693794774	1.04884322673437	0.962406967569842	0.988390703815332	1.04797458503068
Erlin2	0.502518663684711	0.360774609893817	0.386369860501901	0.290967104045879	0.339069161603294	0.375398810343319
Ermap	0	0	0	0	0	0
Ermard	0	0.088660335111255	0.0903121745260041	0.0455634838662829	0.168146355064266	0.0942041809077053
Ermn	0	0	0	0	0	0
Ermp1	0.450261493144493	0.263099524332956	0.0827904370820943	0.200857753417933	0.232099002520324	0.0610563755637344
Ern1	0.0358680057388809	0.172643711761425	0.0403791438996005	0.128977316516267	0.111423516100399	0.256712660585566
Ern2	0	0	0.0152624178189284	0.00217423681569973	0	0.0289277508841805
Ero1l	0.850896653086577	1.04859532164475	1.14630618908537	1.63884239143265	1.35048309613508	1.01272183941604
Ero1lb	0.194603290523123	0.106236688057669	0.19113867564823	0.182651600008714	0.210247258509878	0.522349037241839
Erp27	0	0	0	0	0	0
Erp29	2.21268872361741	1.80670636724238	1.78678875366421	2.18546058487024	4.0176949958092	3.24122544511575
Erp44	1.00835781798542	0.791791129242774	0.766806742511503	1.38266806043513	1.69601365981307	2.49690264225198
Errfi1	0.974968578998106	0.236696394098491	0.607692293755394	0.664548668567428	0.491463925333268	0.726673373162855
Erv3	0	0	0	0.00583402320657751	0	0
Esam	0	0	0	0	0	0.00482645981103445
Esco1	1.35637944943917	1.225679525183	2.01172059000347	2.08436664255246	2.02311728548714	2.24483637394945
Esco2	3.78035939747273	2.67151535936515	3.92807684228285	5.4425413481885	2.44028623636277	11.7966256968119
Esd	2.02697735983751	2.17671533488835	2.63572378216722	1.41507730141169	1.22517218859179	1.1418270224938
Esf1	6.80679924936931	6.39686658909603	6.64592331292259	5.7832240882474	5.57773276500148	9.86445068453608
Esm1	0	0	0	0	0	0
Esp1	0	0	0	0	0	0
Esp16	0	0	0	0	0	0
Esp18	0	0	0	0	0	0
Esp23	0	0	0	0	0	0
Esp3	0	0	0	0	0	0
Esp31	0	0	0	0	0	0
Esp34	0	0	0	0	0	0
Esp36	0	0	0	0	0	0
Esp4	0	0	0.00191150131224565	0	0	0.00803303827983731
Esp6	0	0	0	0	0	0
Esp6Esp5	0	0	0	0	0	0
Espl1	1.3475818784849	0.540998542073163	0.780767766289217	1.08158897828697	0.35358403326181	0.431223306031963
Espn	0.350304470730665	0.209072557126383	0.272113965666981	0.168320216785413	0.2628966539634	0.42542201296311
Espnl	0	0	0	0	0	0.0120726143608577
Esr1	0.164257555847569	0.0865339629382185	0.00168106498829138	0	0	0
Esr2	0	0	0.00888509791377901	0	0	0
Esrp1	0.222070144505582	0.741055490934143	0.790798377945731	0.528932486758409	0.344575842677202	0.242936895478114
Esrp2	0	0	0.00274780569281805	0	0.0121898892182868	0
Esrra	0	0	0.10114065657774	0.0630427943015586	0.0768910709216947	0.0414161403474777
Esrrb	0	0.0415860936102967	0.00488543977995959	0.00256915589612286	0	0.00350002677520483
Esrrg	0	0	0.00849746462112536	0	0	0
Esx1	2.706694256427	1.50386940176666	0.885615170559985	3.70546503436469	3.23767054861894	2.20383928953901
Esyt1	0	0.0644599864634028	0.00318482494609684	0.010774304883597	0.0276556605483056	0.0538204683651004
Esyt2	1.40578196184116	0.696217640501524	0.663582668185095	0.763314587518852	0.883995071184126	1.09543555566154
Esyt3	0	0.0940869616610631	0.022095033363715	0.0464115662910856	0.0473864296787463	0
Etaa1	2.14783552966713	1.53645594737937	1.4452796110141	1.3443070884522	1.95823258377083	0.850544315509822
Etaa1os	0.0804952342108091	0.138966228846228	0.0607395313533568	0.0560689356159514	0.0640867647362916	0.201012828760013
Etd	0	0	0.0302573990049853	0.0270566112144733	0.0186670250735481	0.107960995129545
Etf1	2.75014747105711	2.04456085857354	1.31883179382992	2.00781760738152	2.38548059384373	3.80323407549481
Etfa	4.25052405541584	1.95901770305343	1.63220429730636	3.27360091470804	4.53180048165606	5.37947846862046
Etfb	0.752993853667702	0.578917934023661	0.787138241346855	0.793190231268542	1.03631974703771	0.78723834651218
Etfdh	0.197592823294101	0.191462997283818	0.21058479924204	0.194081609104097	0.335569712604926	0.357208654897137
Ethe1	0.148104265402844	0.0392226079112	0.0591830018530521	0.0279709024935381	0	0.00947604125110278
Etl4	0	0	0.00429525588986964	0.0115956080480759	0	0.0105272570277532
Etnk1	1.1158514974931	0.931648409654197	0.577943560382413	0.844650670722754	1.54909122528036	1.08743129277818
Etnk2	0.132065504490227	0.0523777849883809	0.131480364578588	0.040205423434038	0.0444022769557171	0.0685086297827815
Etnppl	0	0	0	0	0	0
Etohd2	0.0197800458897065	0.0415860936102967	0.0243309134029747	0.0245716880527833	0.0170814906675276	0.0995553741934288
Etohi1	0	0	0.0205660066858772	0.00156298159370356	0	0
Etos1	0	0	0	0	0	0.00937744985877561
Ets1	0.243342350503705	0.141715777658664	0.293503661227482	0.242653428196515	0.161005779517187	0.288877288184583
Ets2	0	0.0430984504358463	0.0306252705360134	0.0103834075503575	0	0.0202086747757342
Etv1	0	0	0.003512592644631	0.00684840976501052	0	0
Etv2	0	0.0515145270966413	0.0099378160081227	0.00316264836378806	0	0
Etv3	0.44238955815112	0.622367060028706	0.176433138991851	0.439351428675176	0.33114716190118	0.349309680550829
Etv4	0	0.038714541437318	0.0192589509023381	0	0	0.0173805737327389
Etv5	0	0.163271618424847	0.0484637844381309	0.0127922794231407	0	0.0286597757284696
Etv6	0.249616051604467	0.259082075134248	0.251300282749438	0.173275547312209	0.13981895671432	0.0138186782851879
EU599041	0.0388189614330771	0.183653102410683	0.10613979545334	0.0471388727884609	0.0488061116390704	0.0259824456023189
Eva1a	0	0	0.0308713972130683	0.0205939962325469	0	0
Eva1b	0.035564407141333	0.364251007143768	0.530354111767067	0.282489781447428	0.139502943311441	0.0548084914581706
Eva1c	0	0	0.0189820677400394	0	0	0.00553239939055088
Evc	0	0.0327519855891263	0.00992274289080268	0.0182292955029258	0	0
Evc2	0	0	0.0162277005652995	0	0	0
Evi2a	0	0	0	0	0	0
Evi5	1.02086493435036	0.731737695620982	1.03180419886107	1.31308402244249	1.56140751509754	1.67728005901504
Evi5l	0	0.0493632489947155	0.029977543449338	0.0780340093351778	0.0869986873491202	0.62705748665893
Evl	0.082552472172815	0.309484518283988	0.220805387174712	0.180274262418204	0.221235919610712	0.545226987662258
Evpl	0.0469307302421626	0.0887039982885719	0.0949076828655499	0.0605832727739318	0.0849671305868083	0.0113392312454785
Evx1	0	0	0	0	0	0
Evx2	0	0	0.00819047775056719	0.00704084284139004	0	0.0300371252500921
Ewsr1	2.26467564832636	2.15604763276547	2.17037044039683	2.15137540277038	2.13264812858477	2.27692460783635
Exd1	0.0414280353851815	0.198332646015661	0.16131168726821	0.0359835243201694	0.158691741349377	0.100165582535914
Exd2	0.615758714537691	0.371566092679457	0.150753447716679	0.17482623908221	0.26204527764295	0.474005875561149
Exo1	0.504060444266876	0.582814861992986	0.912303235093663	0.869696859168957	0.426342380446594	1.09416662060881
Exo5	0	0.17049262045494	0.0412063916890363	0.0230739070923833	0.0386974959945602	0
Exoc1	0.127914362160975	0.366024046969784	0.408105583947929	0.435367113455258	0.582504243972408	0.331084417958436
Exoc2	0.0674942222829124	0.376525547327981	0.239273320868701	0.274167673736386	0.491539231613081	0.252201163944382
Exoc3	2.16324772801701	3.03993764361513	2.69373049578593	1.89265829281288	2.33941904609475	2.0728318325206
Exoc3l	0	0	0.00673382708699526	0.0220406352911662	0.0270951310049584	0.0591263733085035
Exoc3l2	0	0	0.027674752398308	0.0323502725229523	0.00678190479290776	0.0296384715850756
Exoc3l4	0	0	0	0.00275138511605205	0	0.00540629671378254
Exoc4	0.861053566970309	0.660719123969246	0.644665980529794	0.634629809047732	0.483717497469879	0.477904767190728
Exoc5	0.908494578735302	0.599490897942762	0.511227150661847	0.672714282829788	1.01312200554864	1.60990653924649
Exoc6	0.192887146216128	0.192482260565711	0.184555136154308	0.158625863777667	0.220456045605382	0.131007815877769
Exoc6b	0.397993246368985	0.229981355446786	0.214012866525826	0.214557040500545	0.257315681110662	0.574265963885268
Exoc7	0.452985574845409	0.529298235505559	0.555814960103571	0.618096017176467	0.47231757644092	0.327560377536899
Exoc8	0.209358198887817	0.138028669029248	0.0986734327143013	0.096219065240447	0.0551727728485233	0.0972855264846277
Exog	0.0867499008772924	0.0701058579058352	0.150428259555311	0.103546923324884	0.0811293471176055	0.0908003202647822
Exosc1	1.05627024105753	2.12031661090984	1.73574617994839	1.33195968572128	1.07224155053304	1.60557208001609
Exosc10	1.5234167191885	0.891231732694667	1.13991024436993	0.974306898976621	0.947342463221849	0.454757612651139
Exosc2	0.617367897272355	0.344077819726169	0.580823130298286	0.488868748815031	0.451557910638614	0.327442885048878
Exosc3	0.988579376679817	0.410950016391902	0.616552465348778	0.681999190240632	0.60329449265028	0.414903876250394
Exosc4	0.468304554864417	0.460898074800935	0.482141555315512	0.606722714793296	0.635689275357748	0.351991130931113
Exosc5	0.784672960370039	0.425773893863608	0.741331669588685	0.92201205752228	0.610576954954892	0.791758560794757
Exosc7	1.40008933912451	1.03519798077172	1.13750574402852	1.451079070162	1.45008564373213	1.05174857166559
Exosc8	2.5790013950916	2.42936179478902	2.80100431418299	2.98130190810577	2.3389336963385	1.87004700461449
Exosc9	1.12041595389755	1.37696060800557	1.24010440698604	1.61477445936836	1.42462715431276	1.00188121690041
Exph5	0	0	0.0115626850637838	0.0166589092905837	0	0
Ext1	0.195367866177932	0.198446802591449	0.242501203722668	0.135908027963457	0.195947373614813	0.0113678347116833
Ext2	1.04431986394581	0.44121848568554	0.282236059488677	0.615431028229666	1.12079844268755	1.1166733731132
Extl1	0	0	0.00588762711361542	0.00275138511605205	0	0.00984266499997539
Extl2	0.355681751865946	0.248558549600931	0.184295383367231	0.0724752243941025	0.0616377362031097	0.00750189388024365
Extl3	0.375445256676637	0.217291799889154	0.126523445675135	0.0800122600257823	0.0912504495359608	0.0772492555536367
Eya1	0	0	0.00679537099327938	0	0	0
Eya2	0	0.0200038007221372	0	0.00204949741199714	0.00491088222034736	0
Eya3	0.0412762360864075	0.135101498727941	0.385868396287138	0.2902101905412	0.234460936842618	0.29739155678897
Eya4	0	0	0.0107585662202882	0	0	0
Ezh1	0.286885701426165	0.623487338300828	0.69415838914857	0.543593409560594	0.720579640789825	0.868370367355224
Ezh2	2.5528684362139	1.78257004307878	1.54329090200853	3.76881206872517	2.72908370202928	5.29556077136254
Ezr	0.0704247627579036	0.607374767487246	0.589255295851447	0.591253834341876	0.376751570615419	0.265941579776931
F10	0	0	0.00137176281123583	0	0	0
F11	0	0	0	0	0	0
F11r	0.588582193287314	0.468004955967407	0.241042167903095	0.0305288054440568	0.0116560712978569	0.0466527432556841
F12	0	0	0	0	0	0
F13a1	0	0	0.00694891814251711	0	0	0
F13b	0	0	0	0	0	0
F2	0.0767106474378644	0.0218428841344211	0.0119898076209302	0.0483552992458801	0.0290840421707295	0.0912975900286582
F2r	0	0.0220701831825204	0.00277672108114412	0.00611017625414423	0	0.0093914085516288
F2rl1	0.0190389155433707	0.0399616368286445	0.0174038833798411	0	0.0116560712978569	0
F2rl2	0	0	0	0	0	0
F2rl3	0	0	0	0	0	0
F3	0	0.0124865769298005	0.0487867252967507	0.021715732576788	0	0
F420014N23Rik	0	0	0.0170508423969834	0.00627763982132384	0.00625070711124196	0.0518285871103451
F5	0	0.019735933213602	0.00338052546887888	0	0	0
F630028O10Rik	0	0	0.00813517405204884	0	0	0
F630040K05Rik	0	0	0	0	0	0
F630206G17Rik	0	0	0	0	0	0
F7	0.0876577840112202	0	0	0	0	0
F730016J06Rik	0	0	0	0	0	0
F730035M05Rik	0	0	0	0	0	0
F730035P03Rik	0	0	0	0	0	0
F730043M19Rik	0.134713915450928	0.10254346739948	0.0416736881919964	0.0283467803642429	0.0167340491043937	0.028739020222797
F730311O21Rik	0	0	0	0	0	0
F8	0	0	0.0111468280151896	0.0198231346132404	0.0163707918879452	0.0404998774451365
F830016B08Rik	0	0	0.00318482494609684	0	0	0
F830045P16Rik	0	0	0	0	0	0
F830112A20Rik	0	0	0	0	0	0
F830208F22Rik	0	0	0	0	0	0
F830212C03Rik	0	0	0	0	0	0
F8a	0.248653038749051	0.112478177005729	0.0887458090028778	0.0562398182027039	0.224748184351436	0.125611471456733
F9	0	0	0	0.00256915589612286	0	0
F930015N05Rik	0	0	0	0	0	0
F930017D23Rik	0	0	0	0	0	0
Fa2h	0.15752993068683	0	0.0821564926290783	0.0240125586453021	0.0364616186770996	0.00814528866447523
Faah	0.586330808462142	0.385071555216038	0.207591752842744	0.223522377572941	0.0830691578529053	0.0681792679829754
Fabp1	0	0	0	0	0	0
Fabp12	0.0897988505747126	0.0452071369229271	0.016270933383899	0.0228113875602835	0	0.0152174343101404
Fabp2	0	0	0	0	0	0
Fabp3	0.211204241908083	0.281639908906484	0.206976295008732	0.0738535763524009	0.063572095309437	0.0404159408205637
Fabp3-ps1	0.0667735042735043	0	0.0295357969971705	0.016848081367019	0.0713034264690164	0.0599188018949893
Fabp4	0	0	0.0165641850604926	0	0	0
Fabp5	0	0.107717417572972	0.0641883429966116	0.0335622156438555	0.0110578858206942	0.0225762831183484
Fabp5l2	0	0	0	0	0	0
Fabp6	0	0	0	0	0	0
Fabp7	0	0	0	0	0	0
Fabp9	1.28196358304402	1.46014733214056	0.998683561820843	0.671141789332529	0.736324132526335	0.714919621150339
Fadd	0	0.0184935180219333	0.108734768944515	0.116938231704334	0.0535722634263986	0.0986048115451681
Faddos	0	0	0	0	0	0
Fads1	0.363193279881106	0.140844579302809	0.113159487157081	0.378885988026294	0.455890826604665	0.334896174074582
Fads2	0	0.0454746352526876	0.0526149969510208	0.0470347973347409	0	0.0337386189274281
Fads3	0	0	0.0432771741220352	0.0315453172963953	0.0118488477725733	0.0166556184397683
Fads6	0.0190389155433707	0.062020421044909	0.0828646614301376	0.027997545765934	0.0419310868566602	0.0141651285697895
Faf1	0.967980270347268	0.860990039524287	1.27077267907304	1.76379329661337	1.43742868875075	2.31537331859877
Faf2	0.628004013702901	1.00989421224091	0.623833957323412	0.446967650559622	0.62473059364138	0.885491068595364
Fah	0	0	0	0	0	0
Fahd1	0.0996810207336523	0.144517162637868	0.139088517468345	0.0215450503164161	0.0771023335656305	0.109423198666161
Fahd2a	0.282065011849895	0.190826133766172	0.131592160909632	0.17626833349088	0.384774227632982	0.139470182684572
Faim	1.65112967370106	1.18240103817079	2.42787603774173	2.2963806657294	2.10062591970418	0.901793588865415
Faim2	0	0	0.0117453124124774	0	0	0
Fam101a	0.261155237525796	0	0.0467288400082198	0.0371956419980675	0.0678730255165169	0
Fam101b	0.252897558391368	0.10912657388854	0.279748076117986	0.416168029638204	0.235937934832077	0.0861393595426165
Fam102a	0.270489618084035	0.245035618504078	0.0980548112113126	0.0419077289808953	0.0247472790370365	0.070739665661356
Fam102b	0.132331798633824	0.275660366977972	0.170981590185512	0.203950134501463	0.247582207516627	0.215810739025441
Fam103a1	1.07806205726411	0.889662764530655	1.04027698254053	1.38773018645273	1.51423208778692	1.81131353206953
Fam104a	2.9477519388828	3.28454044426034	4.0794155685827	3.5651387339971	2.46013875460687	2.3238610982086
Fam105a	0.196217039143252	0.0168716573028969	0.06412949901326	0.0294094580147452	0.0225515043314309	0.0171286021153735
Fam107a	0	0	0	0	0.0270951310049584	0.0253443768060635
Fam107b	0.610685594180474	0.180811178953605	0.322485473101493	0.269932335941625	0.200518268102289	0.180928776709689
Fam109a	0.0190389155433707	0.14150085899329	0.0838608964562469	0.0507404315843779	0.100963134601042	0.0182029667195159
Fam109b	0	0	0	0.00840776305578467	0	0
Fam110a	0.0177822035706665	0.0485168616359523	0.0827990428795033	0.0601899316024612	0.0370285341884456	0.00927543114522821
Fam110b	0	0.0371877342633573	0.0751376328883575	0.033491435997012	0	0.00795605077551605
Fam110c	0	0	0	0	0	0
Fam111a	0.0667490040799212	0.0528823379537124	0.117668018903388	0.0222577010008093	0.0633308295759641	0
Fam114a1	0	0	0.00794211784514458	0	0	0
Fam114a2	0.827170982701868	1.33397934129369	0.94294550564019	0.608247812745872	0.998473675345982	1.09419248940835
Fam117a	0.233573521019713	0.246268594144963	0.180284958475725	0.190527767089744	0.214527308403812	0.16754644056377
Fam117b	1.7293108547368	0.900754778724102	0.785343869132805	0.731957165593425	0.756334354462289	0.806324862524095
Fam118a	0.149909722514511	0.61998059724209	0.413604343966858	0.373556328104041	0.392262642725376	0.373424548966518
Fam118b	0.257800495279156	0.665542752346397	0.513929761017397	0.515203413148751	0.392555172384199	0.548334224282147
Fam120a	1.00209844887591	0.358489187699951	0.365605816389109	0.648520476227954	0.464712312367279	0.486968423969476
Fam120aos	0	0.149008760545877	0.0337573615145325	0.0600466176015166	0.0138502812299604	0.0234715337238997
Fam120b	0.255954988583906	0.316796865325886	0.250299649200041	0.1790881165644	0.479752399380148	0.15824082265459
Fam120c	0	0.0512700609728114	0.0523137331700938	0.0568222486296444	0.0945184234486746	0.0278451635234364
Fam122a	0.291272333803496	0.26201245734032	0.208931995672085	0.332737220504849	0.229486573123314	0.205307562054531
Fam122b	0.350022544663116	0.0161869921331218	0.0402703883974914	0.0446200725543051	0.0283866648114376	0.0839324795023379
Fam122c	0	0	0.0176743563669728	0.0183801827784101	0.0294780904093033	0.0252365930599369
Fam124a	0.0479774327703684	0.0893449520261409	0.171714001544207	0.0473136441528251	0.0462194778123397	0.00155520318107479
Fam124b	0	0	0.00558296498941293	0.00225300426854189	0	0
Fam126a	0.489753551626969	0.218238943778814	0.158428385665152	0.111806922141307	0.198944158121591	0.579008236540295
Fam126b	0.353964166168003	0.528954041865776	0.396839756240986	0.643618754170571	0.628320913669561	0.94843342480828
Fam129a	0	0	0.00325450912238907	0.00341279340211477	0	0
Fam129b	0.0197800458897065	0	0.0417637871441933	0.0398865193241929	0.00777338408834917	0.0784222265882313
Fam129c	0.140425744396003	0.0847962888798455	0.205021543987863	0.088714737622938	0.0227139571185511	0.0500400848791541
Fam131a	0	0.0620856490322815	0.0296922925061434	0.00942481526178138	0.0203566559189908	0.0147963139422707
Fam131b	0	0.034552880614228	0.0238485795963266	0.0027106022768517	0	0.00350002677520483
Fam131c	0	0.0257267815796244	0.00150998781439834	0	0	0
Fam132a	0.160771704180064	0.1119848421408	0.0996129525893611	0.0908412350829151	0.0377566758035666	0.0585399765047042
Fam132b	0	0.0357257689971777	0.0230441208279138	0.0626340694119064	0.0813103447883733	0.0510666668925167
Fam133b	2.26971830144781	1.29448277398714	2.17014055522497	1.87990963757767	1.21755193244278	1.29135783088727
Fam134a	0.210821181343191	0.749238033745012	0.492211955549952	0.422986715305468	0.409281767295318	0.242208968363818
Fam134b	0.22027503650753	0.39223531256388	0.242673988599694	0.230236717159635	0.329086303765858	0.207684522653215
Fam134c	0	0.139492404375372	0.12056796967966	0.098740734152984	0.0439779370692247	0.110084871983111
Fam135a	1.09543789704654	1.00634738288648	0.72439731191755	1.26043972371396	1.65669068773774	1.71486148244367
Fam135b	0	0	0.0162102529763115	0.0198279779473443	0	0
Fam136a	0.458481693606779	0.968080431283046	1.75637380437727	1.25739519668244	1.17400218708748	0.891674804372866
Fam136b-ps	0	0	0	0	0	0
Fam13a	0	0	0.009061014202039	0	0	0
Fam13b	1.49548704599592	1.39308169184397	1.54049602300513	1.8906699548269	1.49202585490659	2.00867100338783
Fam13c	0.182615047479912	0.179457481820988	0.0781420773388346	0.00507969017953657	0.0204099543429321	0
Fam149a	0	0	0.00404301770841756	0	0	0
Fam149b	0.582843662108141	0.249370522461225	0.354668056892162	0.310433827550431	0.452452624048469	0.476737970572565
Fam150a	0	0	0	0.0049029630076344	0	0.0120726143608577
Fam150b	0	0.0639856672105448	0.00234628875775742	0	0	0.00708256428489473
Fam151a	0	0	0.00191606119133021	0	0	0
Fam151b	0	0	0.0203993877649119	0.0196297401593042	0.00693469253306981	0.0172361673999833
Fam155a	0	0	0.011832128295928	0.0172260496176608	0.0111919042241604	0.0034536611916927
Fam159a	0	0	0.0252301622962315	0.0265704684058415	0	0
Fam159b	0	0	0.0173947624899216	0	0	0.00409100522953198
Fam160a1	0	0.0339541279731083	0.0145192655779078	0.00559802591214234	0.0261554154787749	0.0468241224400776
Fam160a2	0.319783877152448	0.320501125794765	0.18507958605019	0.125107979160545	0.358412363057653	0.370789237256814
Fam160b1	0	0.189244594140874	0.0728584975209097	0.00498380715006808	0.0674357433693678	0.0188613518367193
Fam160b2	0.0554962523298134	0.191897846153272	0.114465662637585	0.174988087997633	0.241310328264302	0.146893768431507
Fam161a	0.0479774327703684	0.0903447301290156	0.171565459056496	0.0538803148845431	0.0378515245907382	0.0826186919956988
Fam161b	0.0190389155433707	0.0247386975075762	0.0693845798686395	0.0935598634561888	0.0641243029113848	0.265817361092403
Fam162a	1.99603592622698	2.62077396204705	2.37756654938721	2.00119959532827	2.37062535975052	1.18464342813289
Fam162b	0	0	0.0070303610583925	0	0	0
Fam163a	0	0	0	0	0	0
Fam163b	0	0	0.0326585063624857	0.00735327099230186	0	0
Fam166a	0	0	0.0505721570779208	0.0116652221889941	0.0140611773705036	0
Fam166b	0	0	0.00267143963882136	0	0	0
Fam167a	0	0.025117423956999	0.0217798397267619	0.0177670741099604	0	0.020642694366442
Fam167b	0	0	0	0.00341279340211477	0	0
Fam168a	0.908254019644188	0.58802891520516	0.852299174526446	1.09922621440608	0.875025418763065	1.42742803921901
Fam168b	0.986177201703342	0.885343168919888	1.07060467331249	1.08972391412775	0.883102546484672	0.499839298380102
Fam169a	0.78392265685801	1.36700756900017	1.17050274940675	0.952441395483558	0.986416619868292	0.759570761525299
Fam169b	0	0.025455656246818	0.0118947390864363	0	0	0
Fam170a	0	0	0.0138628149275604	0.0233203965571758	0	0.0131006251592646
Fam170b	0	0.0513677782442239	0.0398371368399005	0.038386571283088	0.0373406521011452	0
Fam171a1	0.145022658772723	0.134012864659383	0.166175801484387	0.161316657350482	0.0985505367116443	0.14745661244351
Fam171a2	0	0	0.00258046536112323	0.0123305145653644	0	0.0197558215360326
Fam171b	0.0914997485683664	0.148796058228343	0.353719963923983	0.150428181882228	0.0752258514985678	0.0067869495105252
Fam172a	0.298464290528696	0.202623490393476	0.334795138403033	0.266488995374631	0.330762728825528	0.261946628862607
Fam173a	0.082552472172815	0.687483975320156	0.181859125668768	0.359396439225109	0.58010068216943	0.384707846387717
Fam173b	0.541821760860416	0.666829600591347	0.307900236522138	0.326990863128482	0.417219102551784	0.25925856713849
Fam174a	0.560470220745359	0.920499767996261	0.770068011739259	0.630657618474357	1.14046895101669	1.07347996313476
Fam174b	0	0	0.0868617324006963	0.0650767588641035	0	0
Fam175a	0.286757962193492	0.753689682122749	0.163997434108997	0.177153491457491	0.325646306276283	0.386661838117608
Fam175b	0.99874589648833	0.765615427770359	0.762093336146269	0.844954185210256	1.17639688176476	0.539264729553853
Fam178a	1.78197079524885	1.67928577810799	1.7263266723478	1.98434351473949	1.77323692064231	2.31619786555578
Fam178b	0.514845934166838	0.233461050928305	0.258957617231846	0.152060588479905	0.394409448254752	0.165208337285774
Fam179a	0	0.0571330629035023	0.00286248343337713	0	0	0
Fam179b	0.804523783461756	0.734523211471506	0.490947491726335	0.860499851892318	1.15800567166407	0.692768007681226
Fam180a	0	0	0	0	0	0
Fam181a	0.206953642384106	0.0315746266300401	0.0137252872359074	0.0198435373213472	0	0
Fam181b	0	0.0200038007221372	0.00506865493104095	0	0	0
Fam183b	0	0.181104928878563	0.106265508970271	0.0483019705442452	0.0118488477725733	0.0835076287351554
Fam184a	0	0.358431879443571	0.146133357877738	0.130347703868078	0.148878622550994	0.0759732793222328
Fam184b	0.035564407141333	0.0711009989690355	0.192749557811525	0.137573699236009	0.129428052696863	0.021925861992448
Fam185a	0	0.0246056937575355	0.099708593750364	0.0457902501674786	0.0151562112806165	0.0318711624259707
Fam186a	0	0.0413044160901208	0.0189469391646402	0.00940715960139882	0.00332834636103571	0
Fam186b	0	0.0371971590903002	0.0519917997057704	0.0163319117435023	0.00771769892176028	0
Fam187a	0	0	0.00888509791377901	0	0	0
Fam187b	0	0.256574549372975	0.0579051963257723	0.0236721342635466	0	0.00155520318107479
Fam188a	0.305527442642578	0.270512623830979	0.22424964250321	0.271043668263432	0.433669921481494	0.498256699693977
Fam188b	0.0177822035706665	0.0454006998682284	0.061052053837688	0.0340186471569254	0.0364616186770996	0.0549302874385563
Fam188b2	0	0	0	0	0	0
Fam189a1	0	0	0	0	0.0233121425957138	0
Fam189a2	0	0	0.00833208352080521	0	0	0.00463885935526559
Fam189b	0.0927878044927663	0.0826252703304379	0.137509817974003	0.059334986477324	0.168543064982969	0.166846529977407
Fam192a	1.48633729579277	1.61826865377787	1.90858924821599	1.60451227595329	1.22462997420363	1.17690244056839
Fam193a	1.59827666355762	1.64709656341534	1.78012219534941	1.84178495413998	1.61940407772279	2.11459680336717
Fam193b	0.682899924446999	0.222172466523515	0.27964563615096	0.400644582728093	0.427643608989026	0.588619068233407
Fam195a	0.070482097547223	0.0319001330328563	0.117615338216117	0.0901416701447524	0.0472981342416853	0.0971869525300854
Fam195b	1.00566955314161	1.03440685635496	1.09172310228068	1.16342310313493	1.56209422702093	1.50159592657359
Fam196a	0.0479774327703684	0.0652336997292801	0.0824004827772266	0.0652443153905278	0	0.0300901104504521
Fam196b	0	0	0	0	0	0
Fam198a	0	0	0	0	0	0
Fam198b	0	0	0.00359218627641155	0.0116576285508112	0.0118297696152367	0.00897205384667837
Fam199x	1.04255096078556	0.430758479277953	0.676243461971106	0.681307110488911	0.671997853065528	0.248943574447329
Fam19a1	0	0	0	0	0	0.00696373980682586
Fam19a2	0	0	0	0	0	0
Fam19a3	0	0	0	0	0	0
Fam19a4	0	0	0	0.00244562698661337	0	0
Fam19a5	0.0190389155433707	0.0378400877890037	0.0276115847152042	0.0440719336863668	0.0132227610537415	0.0201748217553275
Fam204a	1.74969805638774	2.19909379667062	2.12891246825243	2.64591060345315	3.42277209132587	3.22908334239618
Fam206a	0.239018265200252	0.448896751054858	0.354390273823277	0.353828897206236	0.304837706366289	0.419629034653272
Fam207a	0.29895939795367	0.738526386242244	0.475082477953938	0.403027553268004	0.455885284721343	0.349637369337139
Fam208a	1.20315462479962	0.812703014347148	0.597863159813044	0.764777021704135	1.13247757519922	1.16162818574349
Fam208b	3.34285714637251	2.39264549179475	2.83280553753125	3.38881737509078	2.86350433186189	3.28067910629261
Fam209	0.409249979551662	0.177223435424263	0.0764188179327049	0.109055462610702	0.121473544771184	0.103412235535796
Fam20a	0	0.0268972423781188	0.00730193501277839	0.0251851628354883	0.0155654863358378	0
Fam20b	0.441356245613593	0.387961164934593	0.292106705668165	0.266435336451333	0.244968596512896	0.342918070211629
Fam20c	0	0	0.015019982174076	0.0142701358884124	0	0
Fam21	2.27388454668578	1.43554322894746	1.44829411647585	1.54388451959803	1.59136827716715	0.591488334868757
Fam210a	0.351037404896093	0.497918319676979	0.381610574425952	0.333929791606921	0.368407832944466	0.308941401747683
