1	2	3	4	5	6	7
1110065P20Rik	0	0.345291934736944	0.565323105151022	0.559925254620967	0.594265857840709	0.661106989574215	0.667214849073373
1190002F15Rik	0.0752834782282902	0.0259102178548007	0.718600282385156	0.0559432452682811	0.0768132289321133	0.0282733786080615	0.00790938052147977
1190002N15Rik	0	0.0586497369220379	0.0848715406066599	0.0736732761089246	0.0721185201497577	0.0448906605191259	0.0494430521178919
1190007I07Rik	0.111848300136569	0.113156872285975	0.11297156988314	0.11649246397464	0.0988603635697202	0.113382428019152	0.127020038218643
1200014J11Rik	0.700956240005552	0.393761452579083	0.377653020029519	0.296090419327344	0.342540831842529	0.305968899280392	0.253234857793986
1300002E11Rik	0.513751615413165	0.273531403447522	0.179025270868139	0.264240548680402	0.205924974897863	0.25785446000092	0.226776707382019
1300017J02Rik	0	0.0214979700715188	0	0	0	0.00132678980162853	0.00384150096556225
1500002F19Rik	0	0.00740134470708411	0.00810902340737632	0.00511203549478204	0.00212755428159424	0.00262184914252835	0.0130457240289452
1500004A13Rik	0	0.0165937729915415	0.000361303868646078	0.000969966427236856	0.00992691520275603	0.0142196948002508	0.0130127997050931
1500009L16Rik	0.465959374893176	1.19726913015586	0.99856852934968	0.947187402008845	1.11025609124077	1.53880612870065	1.66036232343216
1500011B03Rik	0.414159567399474	0.206308130183312	0.0955598970423688	0.109240052817126	0.137270032729715	0.212794292875565	0.278451410123612
1500011K16Rik	0.12365681049504	0.940814271862549	0.655694492500121	0.801444155857562	0.78804526470586	0.782347499384781	1.00981617091302
1500012F01Rik	0.803245149072772	1.27442744844982	1.0606979451545	1.01465337931429	1.06394961649979	1.48627775901972	1.17641093780835
1500015A07Rik	0.180781381385467	0.181615048781695	0.0425684906136611	0.0513906177060402	0.04141230682735	0.105408219360588	0.116186316130985
1500015O10Rik	0	0.0152804365641691	0.014687405347863	0.00991429623721039	0.0114940638945676	0.0571481641398657	0.0288298119222138
1500026H17Rik	0	0.0478627434006854	0	0.00578946520475726	0.00332623816555427	0.0351596592383734	0.0139877119832878
1600002H07Rik	0.172567720861272	0.0741934781613699	0.0689290193406341	0.0344432284138404	0.0387987063675937	0.0694842227866799	0.139450857786737
1600002K03Rik	0	0.0675051904479625	0.198953718257329	0.25543942617436	0.191337178171947	0.233022258791653	0.406055590015788
1600012H06Rik	0.161798613933289	0.308537395391923	0.281165690857541	0.32201373730515	0.28520383153811	0.365494556552424	0.332982651868083
1600014C10Rik	0.185502935201767	0.284516337659787	0.0597255652701688	0.132855364906997	0.106083039304683	0.249499640242692	0.326902653532714
1600014K23Rik	0	0.00759355830285309	0	0	0	0	0
1600017P15Rik	0	0.0110759784761312	0	0.000286267659409316	0	0	0.000328494999186801
1600020E01Rik	0.33881901087401	0.218043455829357	0.106688315673489	0.126606992091236	0.103372397822503	0.101082212297123	0.151776184466705
1600029O15Rik	0	0.0278801929303102	0	0.000754857733844831	0	0.000915895073881844	0.00877704236789954
1700001C02Rik	0	0.0660075781113652	0.00169182392198241	0.00100017277578629	0.00947362546972232	0.00135861851590293	0.00152614560722469
1700001C19Rik	0.254628546622079	0.169272969698113	0.00404467128841546	0.00141480353839134	0.0433919715396025	0.018926623783925	0.00138364815872462
1700001G01Rik	0	0.0373152097674803	0.00554643051268277	0	0	0	0.000885780448155167
1700001G11Rik	0	0.0102574259818693	0.00998322251779346	0.0356515331242468	0.0115152734468537	0.0256169061163863	0.0179971564084541
1700001J03Rik	0	0.0433230820221527	0	0.00110380886746108	0.00460480382772079	0.0109374620636432	0
1700001J04Rik	0	0.00548114765944828	0	0	0	0	0
1700001J11Rik	0	0.0134378836191222	0	0	0	0	0
1700001K19Rik	0	0.0677641741202099	0	0.000940343727284555	0.00921954846899694	0	0.00073870741386978
1700001L05Rik	0.333830481776982	0.0498903154943547	0.00453621121911501	0.0120647007741233	0.00198792667661102	0	0.00489813151142133
1700001L19Rik	0.180781381385467	0.0514788523951699	0.0100934656046167	0.00148765944342255	0.00620846802509818	0.00523279627616933	0.0544575379176613
1700001O22Rik	0.161798613933289	0.191661449536044	0.00745362449396759	0.00316774992186109	0.017398395379028	0.00949370914403303	0.0126983097634344
1700001P01Rik	0	0.0108244908654581	0	0.00621384696994036	0.00110341867922239	0	0.0045109331106855
1700003E16Rik	0	0.0590594498434147	0.00944267622948013	0.000900249051666332	0.00115836251555186	0	0.00538610441027823
1700003E24Rik	0	0.0342156679809672	0.00169182392198241	0	0.00662759281622608	0	0.00860501643993772
1700003F12Rik	0	0.130403155058298	0.00634431681245752	0.0231330465959587	0.0188906228945598	0.000956626899620517	0.0632557450072651
1700003G13Rik	0	0.0130617002081213	0	0	0	0	0
1700003I22Rik	0	0.0140132109362892	0	0.000515483857439721	0.00081258876374871	0.00143389552257304	0
1700003M02Rik	0	0.0523082365075412	0.00787503616993993	0.00513065570527215	0.00408211846248775	0	0
1700003M07Rik	0	0.0159962461327222	0.00152892417393894	0.00435211091523206	0	0.0199764778965779	0.00994235964093891
1700003P14Rik	0	0.0500611526878226	0	0	0.00498335221397734	0	0
1700006A11Rik	0	0.00919509505642528	0	0.000305718497402321	0.00533390354872375	0.00626629323148828	0
1700006E09Rik	0	0.0299004332453457	0.00226857675197563	0.000261044650480799	0.00335241198578684	0	0.00314447145524908
1700006J14Rik	0	0.0215709942986351	0.00487133063625537	0.00271017616576667	0.00575623158881998	0	0.00315949640155132
1700007B14Rik	0	0.0722185875448181	0	0	0	0	0
1700007G11Rik	0.185502935201767	0	0.00268912522379106	0	0.000518521817948555	0.000918550287374154	0
1700007K09Rik	0	0.0163908001824906	0	0.001366337781052	0.00170631829166884	0	0.0131066972463196
1700007K13Rik	0	0.0203817186931245	0.016759334519949	0.0462963087437381	0.014682867682268	0.0643125796621393	0.137923628332033
1700007L15Rik	0.0752834782282902	0.0345429527695755	0.0311897124569563	0.0362768860294219	0.0187137480513491	0.0201655185200737	0.0222109439760005
1700008A23Rik	0	0.00788572991559148	0	0	0	0	0
1700008F21Rik	0	0.0219972590597799	0.000801057438598568	0.000301651902389649	0.00261900257663716	0.00617804346753957	0
1700008J07Rik	0	0.0428034052543783	0.0197289423640236	0.013520911668826	0.0340418754344561	0.0243941084687241	0.0546061977016157
1700008K24Rik	0.126632769876209	0.0863380393087661	0.00165305563992667	0.00525897385694084	0.00562446444061684	0.0351268806577718	0.00202678777245152
1700008P02Rik	0	0.00570501670576405	0	0	0.00115836251555186	0	0
1700009C05Rik	0	0.0194511738182765	0	0	0	0	0
1700009J07Rik	0	0.0542425512483769	0.00280550875808232	0	0.00253332701447363	0	0
1700009N14Rik	0	0.224833868748472	0.0201529200827691	0.0116596538721187	0.0386660866423622	0.0161319360146922	0.00542623729230441
1700010B08Rik	0	0.0263029921330078	0.000828838864159237	0	0.00481883758390971	0	0.00269780174067333
1700010D01Rik	0.185502935201767	0.0386440898602191	0.00338079040937782	0.000288946985295404	0.00231538477973355	0	0
1700010I02Rik	0	0.0281275487361532	0	0	0.00132623901862588	0.00178468251206904	0
1700010I14Rik	0	0.0732071088211213	0.0080684035348301	0.0389767276174726	0.0203332707307458	0.028852907141662	0.0128837047734782
1700011A15Rik	0	0.0118928960611225	0	0	0.00268736600620548	0	0
1700011E24Rik	0	0.00788572991559148	0.00692687969381044	0.00600404593059937	0.00238794855993326	0.0121894658605143	0.00780916770584722
1700011H14Rik	0	0.0191745347770176	0	0	0	0	0.000815509069619293
1700011I03Rik	0	0.0256502226592172	0.00290201835760122	0.000709792353083537	0.00122450409525242	0.00199959234963709	0
1700011L22Rik	0	0.0714310521641344	0.0100056834308851	0	0.00762774002675647	0	0
1700011M02Rik	0.396042360493974	0	0	0	0	0	0
1700012A03Rik	0	0.108516594337913	0.00651880209713919	0.00204496731617562	0.0160944966557003	0.00308682615885907	0.0077717530101674
1700012B07Rik	0	0.0141881009227941	0.00552120920857127	0.00168766442041547	0.0103799372399708	0.00881550740047518	0
1700012B09Rik	0	0.0299870283207425	0	0	0	0.00151662891021791	0.000328494999186801
1700012C14Rik	0	0.0217676487438013	0	0	0	0	0
1700012J22Rik	0	0.00548114765944828	0	0	0	0	0
1700012P22Rik	0	0.00975548967082952	0.00084015360932619	0	0	0	0
1700013D24Rik	0	0.0317797707942474	0	0.000770774193701137	0.00260913392259059	0	0
1700013F07Rik	0	0.0648378257310255	0.00593436889119274	0	0.013674709893214	0.0232100960058274	0.0036190697678873
1700013G24Rik	0	0.107398835460132	0.00746706557438822	0.00358832878894302	0.00764410519159659	0.00648107629794478	0.00960801358929417
1700013H16Rik	0	0.0444327983342228	0	0.000422037700476565	0	0	0.00131278132061615
1700015E13Rik	0	0.0321980633793739	0.00117383938970785	0	0.00158118267116232	0.00550686747113267	0.0323213487802696
1700015F17Rik	0	0.0204993928151883	0.0036422210778899	0.00186589840657087	0.00324413410688581	0.00508778814299672	0
1700015G11Rik	0	0.142990894023826	0.0261705433361289	0.0115878065271603	0.0323895295350642	0.00387693893758594	0.00270433622645534
1700016A09Rik	0	0.0113924475227579	0.000782030114855416	0	0	0	0
1700016C15Rik	0	0.0273292388369805	0.00338079040937782	0.00140955296961038	0.00347106989036285	0	0
1700016D06Rik	0	0.0259093045412457	0.00158796987643598	0.00312971276852401	0.00168722848810868	0	0.00275913392607296
1700016D08Rik	0	0.0213758335094002	0	0	0	0	0
1700016G14Rik	0	0.0330000171154309	0	0	0.000503914062276402	0	0.000949835825812145
1700016H13Rik	0	0.153028989072625	0.00672247938878499	0.00673643045893968	0.0131633982119144	0.00455604049222619	0.00877973725179386
1700016K19Rik	0	0.0325286449564912	0.000447522772057045	0.00151410781243761	0.00535962607162592	0.00194035112921971	0.000815509069619293
1700016P04Rik	0	0.163860691545544	0.00675018957555569	0	0.0187011643666262	0	0.00338708083337847
1700017B05Rik	0.217500563984693	0.0779357003896064	0.0938491542988766	0.0786417801515627	0.106475412806253	0.146998460893321	0.0993133806745497
1700017D01Rik	0	0.0415424230367508	0	0	0.00679592230844526	0.00128364268130778	0.00985915726931827
1700017I07Rik	0	0.00548114765944828	0	0	0	0	0
1700017J07Rik	0	0.00926110905928977	0.000807099679617025	0.000719593932550553	0.00102751604284537	0	0.00153045075314988
1700017N19Rik	0	0.0214958384830447	0.000890445049815364	0.000640566268453422	0.00208772134945868	0	0.00419597466970684
1700018A04Rik	0	0.0270145973844663	0.00142762495191446	0	0.000351854326932687	0.0011867086714293	0.00313867936075891
1700018B08Rik	0	0.0435039489789211	0.00803806216684248	0.00117341459941374	0.00246427104628931	0.0109374620636432	0.00255018387313835
1700018B24Rik	0	0.0433865213646195	0.00988080433047915	0.000465140978849216	0.00131551946126299	0	0.00192757243991153
1700018C11Rik	0	0.100380700787398	0.00374087506737296	0	0.00762774002675647	0	0
1700018F24Rik	0	0.0102622260634813	0	0.000328518546610975	0	0	0.00198170869063014
1700018L02Rik	0	0.061295952193152	0.00149422941566399	0.00640662964360341	0.00332947858626835	0.0101660534196829	0.00430873046401517
1700019A02Rik	0	0.075303357780314	0	0.00181533295734514	0.00224705325697735	0.0109374620636432	0.00211489403824325
1700019B21Rik	0.678979553052497	0	0.00237793530806659	0.00525420066987094	0.00838496659101804	0.0335201728539631	0.0039205527693737
1700019D03Rik	0.248402706552068	0.114005209044371	0.0163030405754516	0.0114807618785767	0.0429135288522862	0.00170153376432275	0.00202012284342296
1700019G17Rik	0	0.0254111801791697	0	0.00189389596466549	0.000647262829096754	0.0104531230950987	0.0172537838030241
1700019G24Rik	0	0.0355957930418339	0	0.000717968850988443	0.00425920036039385	0.00478039857645028	0
1700019L03Rik	0.0752834782282902	0.0185107172198284	0.00488697302292337	0.00489990318675935	0.00563516724698244	0.0245349124853085	0.011180680905254
1700019M22Rik	0	0.164778384138318	0.00675018957555569	0	0.0187213447804822	0	0
1700019N19Rik	0	0.126173737774409	0.00578893199398965	0.00153243794385661	0.013917875765207	0.00275481377734439	0.00385798015489124
1700019P21Rik	0	0.0202446017347354	0	0	0.000603922993294351	0.0116900100416273	0
1700020A23Rik	0	0.0258128352878456	0.00176679846160693	0.000664690023778697	0.00858925180272458	0	0.00395148726353264
1700020D05Rik	0	0.0432301788907875	0.00124278208255073	0.00652511729799237	0.000522403193984522	0.000924417137668591	0.0128515324366455
1700020G17Rik	0	0.0352142946190954	0.00169182392198241	0	0.00979639498418124	0	0.00371335536219695
1700020I14Rik	1.71728765700958	0.658948312468867	0.703212926669701	0.654561350035786	0.559382268556791	0.705583967355513	0.67137027384325
1700020L24Rik	0.197748369856536	0.0171200510468311	0.00139899060479732	0.00669202764780184	0.00597008414894776	0.00122451433924848	0.00257444669217391
1700020N01Rik	0	0.0487890143176451	0	0	0	0	0
1700020N15Rik	0	0.0182734023382636	0	0	0.00208772134945868	0.00142172302628113	0
1700020N18Rik	0	0.0151875200723003	0.00392062962464878	0	0	0	0.00371969992848392
1700021F05Rik	0.192100761350465	0.447901319172756	0.39402647839846	0.303756817031523	0.395657216756827	0.320728784433838	0.352225022857964
1700021F07Rik	0	0.0301379522652889	0.00169182392198241	0.00113999889461629	0.00764795412620424	0.00107151803089219	0.00104307056023984
1700021J08Rik	0	0.00788572991559148	0	0.00145277954623891	0.00378675268945963	0.00584163969527701	0
1700021K19Rik	0.329218207935213	0.185301532103638	0.0896121673670802	0.084169953104951	0.0730209111669704	0.0880037021739881	0.0643637106236442
1700022A21Rik	0	0.0546511118101815	0.00230354022230858	0.00436918883873735	0.00762774002675647	0	0.000948313931092411
1700022I11Rik	0	0.0249907299147089	0.0176019391216036	0.0323916330398064	0.0118386739869695	0.0361639167234358	0.0297050757044128
1700022N22Rik	0	0.00788572991559148	0.00100894580188877	0.000684340329157312	0	0	0.00104307056023984
1700023C21Rik	0	0.0104529985764716	0.00175129430350681	0	0	0	0
1700023E05Rik	0	0.00548114765944828	0	0	0.00417109319745515	0	0
1700023F06Rik	0	0.0100782921905667	0.00250437775416459	0.0202815570895431	0.00135768643283558	0.00505940972362199	0
1700023G09Rik	0	0	0.00685460960731237	0	0	0	0
1700023H06Rik	0	0.0250562563279469	0	0	0	0	0
1700024G13Rik	0	0.047179636845481	0	0	0.00528682418615223	0	0
1700024P04Rik	0	0.18037201272557	0.0223461395360668	0.00419817661825291	0.0333250471688063	0	0.014809408528391
1700024P16Rik	0	0	0.000779053838053057	0.0119718072107939	0.0112816467689853	0	0.00540737741991988
1700025F22Rik	0	0.0265158252719432	0	0	0.000235082030488506	0	0
1700025G04Rik	0	0.683562885354873	0.441920954738885	0.254047140333174	0.390830241222844	0.375150742799102	0.121680420534865
1700025H01Rik	0	0.0243153729646568	0	0.00206700858292708	0.00119746195513299	0.00122451433924848	0
1700025M24Rik	0	0.0106789219246727	0	0	0.00115836251555186	0	0
1700025N21Rik	0	0.00788572991559148	0	0.00284273536178074	0	0	0
1700025N23Rik	0	0.0127875055836452	0	0.000683894449769968	0.00330164029207895	0	0.0023749776040742
1700026D08Rik	0	0.0166277023962862	0.000423567074704679	0.00114711458972237	0.00041987146420084	0.0181688319370562	0.00222838338386047
1700026D11Rik	0	0.0106097738504507	0.00481175361767187	0.00105210230246595	0.00474529387067578	0	0
1700026L06Rik	0.185502935201767	0.0865200087930674	0.0225101867006169	0.00201086158251805	0.0289966621457199	0.0161351686401949	0.00104307056023984
1700027A15Rik	0	0.43808473352107	0.0187427970401442	0.0171765250213566	0.0739334670662052	0.00942580323330169	0.0228596855573371
1700028D13Rik	0	0.0109324160375874	0.000992044480505662	0	0.00128570401188818	0.00141896970300059	0
1700028E10Rik	0	0.0592981059877142	0.00249169475547152	0	0.00058076880373788	0	0
1700028J19Rik	0	0.0323614247465928	0.00935197343778816	0.00795545948667042	0.0178878555756636	0.0014543521498764	0.0197570677800717
1700028P14Rik	0	0.128076564946684	0	0.00106123313444563	0.0021062299617452	0.00448915451124107	0.00987294061015014
1700029B22Rik	0	0.0651339056631226	0.00133021408922099	0	0.00115836251555186	0	0
1700029F12Rik	0	0.114482922881091	0.0160732118780655	0.00548665864306767	0.0105575214920835	0.029649645921715	0.00710571224741595
1700029H14Rik	0	0.198907878385115	0.0176220345573456	0.000270342058692712	0.0187870779003973	0.00617714500528763	0.00203053671044614
1700029I15Rik	0.185502935201767	0.0469590361667261	0.0013934155427452	0.00178279041582861	0	0.0131449998104365	0.0332322017821644
1700029J07Rik	0	0.294706792340572	0.00908461353208236	0.0190211342661354	0.00721133644957848	0.0572861711213435	0.0600312025443454
1700029M20Rik	0	0.0168569833408368	0	0.00046678679805486	0.00472792785164867	0	0.00307929798889014
1700029P11Rik	0	0.0174584965033567	0	0	0	0.0109374620636432	0
1700030C10Rik	0	0.00788572991559148	0.0117385638022625	0.00837330792312303	0.00910450979542223	0.0123705799186845	0.0284949215401163
1700030C12Rik	0	0.103111064116509	0.0146780270357068	0.00124966622443954	0.00842795078204243	0.0158077942300446	0.0051714037528583
1700030C14Rik	0	0.0366363999882545	0.00169182392198241	0.000572922080338099	0.000588234792048715	0	0.00238397348645404
1700030J22Rik	0	0.0338261507730961	0.00195379094383148	0.00411093744326762	0.0140029604210835	0.0150308108205989	0.00281378758356997
1700030K09Rik	0	0.100166170375754	0.055450057185388	0.069859577218147	0.0397889903665426	0.060369611866686	0.0566801955482491
1700030M09Rik	0	0.0203601801314478	0.0053349178159896	0.000994432750653408	0.00106791752111472	0	0
1700030N03Rik	0	0.0129920550294774	0.00434987549277165	0	0.00115836251555186	0	0
1700030O20Rik	0	0.0217466056900136	0	0	0	0	0
1700031F10Rik	0	0.0232835443719054	0	0	0.00208772134945868	0	0
1700031L13Rik	0	0.00548114765944828	0	0	0.00103674345278541	0	0.00281330856132536
1700031M16Rik	0.236290387712266	0.104928279794579	0.00516128100403308	0	0.0144623703851786	0.0051204705859845	0.00376559777153534
1700031P21Rik	0	0.0546541450646862	0.00169182392198241	0	0.0168272771558015	0.00687240695366869	0
1700034E13Rik	0	0.101366754168793	0.0147160853687806	0.00338770784679649	0.01426042226046	0.0109574633597761	0.00560164037757738
1700034G24Rik	0	0.0345664437376091	0	0	0.00269191303292477	0	0.00139282461675504
1700034I23Rik	0	0.0128488271345352	0.00701286784694805	0	0.00439828286770366	0	0
1700034J05Rik	0	0.0416528914980508	0	0.00168266191383633	0.0017381456156502	0	0
1700034K08Rik	0	0.00548114765944828	0	0	0	0	0
1700034O15Rik	0	0.0583124721371536	0.0273981743707121	0	0.00555156469533258	0.0154517882203485	0.0144308461254352
1700036G14Rik	0	0.0202349611059377	0	0	0	0	0
1700037C06Rik	0	0.00548114765944828	0	0.00398815893457236	0	0	0
1700037C18Rik	0.231992476431727	0.0560369671576103	0.0136215309202567	0.0410651544242517	0.0175930432085742	0.0443214711420456	0.0267976295258464
1700037H04Rik	0.308446976161233	0.289984203070092	0.256795674300066	0.332359631939523	0.220179205344978	0.21275192165806	0.212344787938108
1700039E15Rik	0	0.00548114765944828	0	0	0.000539141525090604	0	0
1700040K01Rik	0	0.01778741361857	0	0	0	0.0109374620636432	0
1700040L02Rik	0	0.0174549108302758	0.00452515140331688	0.000783932006141112	0.00590728141395174	0	0.00601376796175943
1700041C23Rik	0.241049122970689	0.0134709022411857	0	0.00247937640474813	0.00100306364081642	0	0
1700041G16Rik	0	0.0151770090189144	0	0	0.00123426284457114	0.00679670422009852	0
1700041M19Rik	0	0.0147483117322541	0	0	0	0	0
1700042G07Rik	0	0.14080243661433	0.0139184677092542	0.000358597151718703	0.040652864072327	0	0.00526909364217492
1700047A11Rik	0	0.00500229147112314	0	0	0	0	0.00145356806719632
1700047F07Rik	0	0.0168569833408368	0	0	0	0	0
1700048M11Rik	0	0.00788572991559148	0	0	0	0	0
1700048O20Rik	0	0.0486085147469003	0.0644968017634312	0.0490687441149291	0.0395717446972383	0.0267659963425932	0.0422706565698981
1700049G17Rik	0.148698596992931	0.143458802580029	0.0123785056936964	0.020942098976843	0.0298381253392158	0.0535865174092127	0.0317978719017344
1700049L16Rik	0	0.0190156807010678	0.000933988214091819	0	0.00192839246063991	0.000744723223788749	0
1700051A21Rik	0	0.00771918490042066	0	0	0.00216633783350476	0.0217565891681079	0.0139037888543482
1700052I22Rik	0	0.0133239415523134	0.0116888773315288	0.000584219557440175	0.00439828286770366	0	0.00600801566788049
1700052K11Rik	0	0.045546706335287	0.0631006917314068	0.0811647258214377	0.0829304235785204	0.0568548196147686	0.0562200122796976
1700054A03Rik	0	0.00548114765944828	0	0	0.00324366944524892	0	0
1700054M17Rik	0	0.00788572991559148	0	0.000162119753742402	0	0	0
1700054O19Rik	0	0.0117275333671117	0	0	0	0	0.0104236232010065
1700055D18Rik	0	0.00975548967082952	0.00355885729788718	0.0156875802025685	0.00412571339489652	0	0.000949835825812145
1700056E22Rik	0	0.0218863286234095	0.0132531324817344	0.0066724275137204	0.0123750599875825	0.00943387498313358	0.000978972533034081
1700056N10Rik	0.217500563984693	0	0.00224508693419817	0.00314513566654249	0.00183990378556423	0	0.0039002951208278
1700057G04Rik	0	0.0141854398665993	0.00738065748747665	0	0.00511042000255235	0	0
1700057H15Rik	0	0.00788572991559148	0	0	0	0	0
1700060C20Rik	0	0.0122243737887246	0.00084015360932619	0.000139518154747143	0.000891195006153968	0.00130232295486759	0.0202611001718967
1700060J05Rik	0	0.0108244908654581	0	0	0.00391594542700548	0	0
1700061F12Rik	0	0.0211572379371304	0.00061880638681817	0	0.00149378572221988	0.0109374620636432	0
1700061G19Rik	0	0.00882506098195255	0.0459173853105069	0.0257729288660966	0.0495306116737157	0.0211238484904779	0.00730933051999576
1700061J23Rik	0	0.024013828669671	0	0	0.00231061995968977	0	0.00131278132061615
1700064M15Rik	0	0.0129920550294774	0.00450465613136984	0.000546623797277203	0	0.00102227693263731	0
1700065D16Rik	0	0.00788572991559148	0	0	0	0	0
1700065J18Rik	0	0.00570501670576405	0	0	0.00227385768533547	0	0.0194974435565212
1700066B17Rik	0	0.049578200063346	0	0	0	0	0.00246241011047499
1700066B19Rik	0.217500563984693	0	0	0.00341957250070067	0.00102378954613847	0.00249758862895689	0.00259801408557494
1700066J03Rik	0	0.031160156666026	0.0023012883097075	0	0	0.00397824744455905	0
1700066M21Rik	0	0.0894293873808157	0.0709015592632802	0.0729802357353986	0.0513642888981403	0.0406144674751791	0.0438738717004592
1700067P10Rik	0	0.00827244054437486	0	0.000568181575202981	0.000938494344912783	0	0
1700073E17Rik	0	0.0726532293514206	0	0	0.00144754366521399	0.00981975045869658	0
1700074P13Rik	0	0.162497604852885	0	0.00438207411351007	0.0200279794689313	0	0
1700080E11Rik	0	0.0410820405231668	0.00378789351786261	0.000342643649848265	0.00509847288535696	0	0
